id;part_type;producer;price;FK_id_repair
4138;Power steering hose;Gates;100;3502
4139;Ignition coil;Bosch;50;3508
4140;Engine mount;DEA;50;3508
4141;Muffler;Walker;100;3511
4142;Drive belt;Gates;25;3520
4143;Control arm bushing;Febi;50;3529
4144;EGR valve;Standard Motor Products;50;3505
4145;Transmission fluid cooler;Hayden;50;3512
4146;Transmission shift cable;Pioneer Cables;50;3515
4147;Radiator;Denso;350;3536
4148;Ignition coil;Bosch;50;3502
4149;Tie rod end;Mevotech;50;3503
4150;PCV valve;Standard Motor Products;25;3511
4151;Power steering hose;Gates;100;3519
4152;Control arm;Dorman;50;3524
4153;Wheel bearing;SKF;50;3531
4154;Axle shaft;A1 Cardone;100;3536
4155;Transmission control module;ACDelco;200;3514
4156;Suspension strut;Monroe;200;3516
4157;Crankshaft position sensor;Beck/Arnley;50;3526
4158;Engine oil cooler;Dorman;75;3532
4159;Wheel cylinder;Raybestos;50;3548
4160;Fuel filter;Wix;50;3537
4161;Radiator fan assembly;TYC;100;3549
4162;Transmission control module;ACDelco;200;3550
4163;Control arm bushing;Febi;50;3554
4164;Blower motor;TYC;75;3522
4165;Transmission speed sensor;ACDelco;25;3531
4166;Muffler;Walker;100;3533
4167;Oxygen sensor;Bosch;150;3549
4168;Wheel cylinder;Raybestos;50;3527
4169;Wheel alignment;-;400;3529
4170;Transmission filter;Fram;50;3546
4171;Control arm;Moog;150;3551
4172;Ignition switch;ACDelco;50;3564
4173;Air filter;Fram;50;3565
4174;Blower motor;TYC;75;3544
4175;Crankshaft position sensor;Beck/Arnley;50;3549
4176;Ignition control module;ACDelco;50;3558
4177;Fuel tank;Spectra Premium;200;3571
4178;Fuel pump;Delphi;150;3547
4179;Alternator;Bosch;300;3551
4180;Engine control module;A1 Cardone;200;3570
4181;CV joint;GSP;100;3572
4182;Power steering pump;Cardone;150;3544
4183;Shock absorber;KYB;75;3569
4184;PCV valve;Standard Motor Products;25;3546
4185;Ignition control module;ACDelco;50;3558
4186;Spark plugs;NGK;25;3578
4187;EGR valve gasket;Fel-Pro;25;3586
4188;Brake caliper;Cardone;50;3593
4189;Brake master cylinder;Centric;100;3561
4190;Control arm bushing;Febi;50;3567
4191;CV joint;GSP;100;3570
4192;Transmission filter;Fram;50;3576
4193;Power steering hose;Gates;100;3576
4194;Control arm;Moog;75;3564
4195;EGR valve;Standard Motor Products;50;3566
4196;Transmission fluid cooler;Hayden;50;3566
4197;Air filter;Fram;50;3578
4198;Transmission fluid cooler;Hayden;50;3585
4199;Transmission mount;Westar;25;3585
4200;Wheel bearing;SKF;50;3589
4201;Radiator;Denso;350;3597
4202;Wheel lug nuts;Dorman;25;3600
4203;Catalytic converter;MagnaFlow;300;3579
4204;Suspension strut;Monroe;200;3581
4205;Transmission fluid cooler;Hayden;50;3584
4206;Exhaust hanger;Walker;25;3593
4207;Control arm bushing;Dorman;25;3595
4208;Power steering hose;Gates;100;3600
4209;Radiator;Denso;350;3606
4210;Ignition coil;Delphi;100;3573
4211;PCV valve;Standard Motor Products;25;3575
4212;EGR valve gasket;Fel-Pro;25;3578
4213;Transmission speed sensor;ACDelco;25;3590
4214;Brake rotor;Centric;100;3601
4215;PCV valve;Standard Motor Products;25;3605
4216;Control arm;Moog;150;3579
4217;Transmission control module;ACDelco;200;3586
4218;Brake caliper;Cardone;50;3590
4219;Ignition switch;Standard Motor Products;25;3608
4220;Transmission shift cable;Pioneer Cables;50;3586
4221;Spark plugs;NGK;25;3606
4222;Wheel hub assembly;Timken;200;3607
4223;Ignition coil;Bosch;50;3609
4224;Ignition control module;ACDelco;50;3592
4225;Fuel injector;Bosch;100;3595
4226;Fuel injector;Bosch;100;3601
4227;Fuel filter;Wix;50;3604
4228;Thermostat;Stant;50;3611
4229;Headlight assembly;TYC;100;3598
4230;Radiator fan assembly;TYC;100;3598
4231;Wheel alignment;-;400;3603
4232;EGR valve gasket;Fel-Pro;25;3608
4233;Engine mount;DEA;50;3610
4234;Control arm bushing;Febi;50;3611
